Aboleth,10,aberration,Large,17,135,18d10,18d10+36,"walk,swim",10,0,40,0,0,lawful evil,NULL,21,9,15,18,15,18,4,0,0,6,8,6,0,"History +12, Perception +10","Deep Speech, telepathy 120 ft.","darkvision 120 ft., Passive Perception 20",120,0,0,0,Amphibious,The aboleth can breathe air and water.,Mucous Cloud,"While underwater, the aboleth is surrounded by transformative mucus. A creature that touches the aboleth or that hits it with a melee attack while within 5 ft. of it must make a DC 14 Constitution saving throw. On a failure, the creature is diseased for 1d4 hours. The diseased creature can breathe only underwater.",Probing Telepathy,"If a creature communicates telepathically with the aboleth, the aboleth learns the creature's greatest desires if the aboleth can see the creature.",NULL,,Tentacle,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 14 Constitution saving throw or become diseased. The disease has no effect for 1 minute and can be removed by any magic that cures disease. After 1 minute, the diseased creature's skin becomes translucent and slimy, the creature can't regain hit points unless it is underwater, and the disease can be removed only by heal or another disease-curing spell of 6th level or higher. When the creature is outside a body of water, it takes 6 (1d12) acid damage every 10 minutes unless moisture is applied to the skin before 10 minutes have passed.",Tail,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) bludgeoning damage.",Enslave,"The aboleth targets one creature it can see within 30 ft. of it. The target must succeed on a DC 14 Wisdom saving throw or be magically charmed by the aboleth until the aboleth dies or until it is on a different plane of existence from the target. The charmed target is under the aboleth's control and can't take reactions, and the aboleth and the target can communicate telepathically with each other over any distance.
Whenever the charmed target takes damage, the target can repeat the saving throw. On a success, the effect ends. No more than once every 24 hours, the target can also repeat the saving throw when it is at least 1 mile away from the aboleth.",NULL,,NULL,,NULL,,1,Detect,The aboleth makes a Wisdom (Perception) check.,Tail Swipe,The aboleth makes one tail attack.,Psychic Drain (Costs 2 Actions),"One creature charmed by the aboleth takes 10 (3d6) psychic damage, and the aboleth regains hit points equal to the damage the creature takes.",0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Acolyte,0.25,humanoid,Medium,10,9,2d8,2d8,walk,30,0,0,0,0,any alignment,NULL,10,10,10,10,14,11,2,0,0,0,0,0,0,"Medicine +4, Religion +2",any one language (usually Common),Passive Perception 12,0,0,0,0,Spellcasting,"The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). The acolyte has following cleric spells prepared:

- Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (3 slots): bless, cure wounds, sanctuary",NULL,,NULL,,NULL,,Club,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.",NULL,,NULL,,NULL,,NULL,,NULL,,0,NULL,,NULL,,NULL,,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,1,"The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). The acolyte has following cleric spells prepared:

- Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (3 slots): bless, cure wounds, sanctuary",NULL,,NULL,,NULL,,NULL,,NULL,
Adult Black Dragon,14,dragon,Huge,19,195,17d12,17d12+85,"walk,fly,swim",40,80,40,0,0,chaotic evil,NULL,23,14,21,14,13,17,5,0,7,10,0,6,8,"Perception +11, Stealth +7","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 21",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,Bite,"Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 4 (1d8) acid damage.",Claw,"Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Tail,"Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Acid Breath,"The dragon exhales acid in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 18 Dexterity saving throw, taking 54 (12d8) acid damage on a failed save, or half as much damage on a successful one.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Blue Dragon,16,dragon,Huge,19,225,18d12,18d12+108,"walk,burrow,fly",40,80,0,0,30,lawful evil,NULL,25,10,23,16,15,19,5,0,5,11,0,7,9,"Perception +12, Stealth +5","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 22",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,NULL,,Bite,"Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 18 (2d10 + 7) piercing damage plus 5 (1d10) lightning damage.",Claw,"Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 14 (2d6 + 7) slashing damage.",Tail,"Melee Weapon Attack: +12 to hit, reach 15 ft., one target. Hit: 16 (2d8 + 7) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Lightning Breath,"The dragon exhales lightning in a 90-foot line that is 5 ft. wide. Each creature in that line must make a DC 19 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 20 Dexterity saving throw or take 14 (2d6 + 7) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Brass Dragon,13,dragon,Huge,18,172,15d12,15d12+75,"walk,burrow,fly",40,80,0,0,40,chaotic good,NULL,23,10,21,14,13,17,5,0,5,10,0,6,8,"History +7, Perception +11, Persuasion +8, Stealth +5","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 21",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,NULL,,Bite,"Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage.",Claw,"Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Tail,"Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours .",Breath Weapons,"The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 18 Dexterity saving throw, taking 45 (13d6) fire damage on a failed save, or half as much damage on a successful one.
Sleep Breath. The dragon exhales sleep gas in a 60-foot cone. Each creature in that area must succeed on a DC 18 Constitution saving throw or fall unconscious for 10 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Bronze Dragon,15,dragon,Huge,19,212,17d12,17d12+102,"walk,fly,swim",40,80,40,0,0,lawful good,NULL,25,10,23,16,15,19,5,0,5,11,0,7,9,"Insight +7, Perception +12, Stealth +5","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 22",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,Bite,"Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 18 (2d10 + 7) piercing damage.",Claw,"Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 14 (2d6 + 7) slashing damage.",Tail,"Melee Weapon Attack: +12 to hit, reach 15 ft., one target. Hit: 16 (2d8 + 7) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons,"The dragon uses one of the following breath weapons.
Lightning Breath. The dragon exhales lightning in a 90-foot line that is 5 feet wide. Each creature in that line must make a DC 19 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one.
Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 19 Strength saving throw. On a failed save, the creature is pushed 60 feet away from the dragon.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 20 Dexterity saving throw or take 14 (2d6 + 7) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Copper Dragon,14,dragon,Huge,18,184,16d12,16d12+80,"walk,climb,fly",40,80,0,40,0,chaotic good,NULL,23,12,21,18,15,17,5,0,6,10,0,7,8,"Deception +8, Perception +12, Stealth +6","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 22",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,NULL,,Bite,"Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage.",Claw,"Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Tail,"Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons,"The dragon uses one of the following breath weapons.
Acid Breath. The dragon exhales acid in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 18 Dexterity saving throw, taking 54 (12d8) acid damage on a failed save, or half as much damage on a successful one.
Slowing Breath. The dragon exhales gas in a 60-foot cone. Each creature in that area must succeed on a DC 18 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Gold Dragon,17,dragon,Huge,19,256,19d12,19d12+133,"walk,fly,swim",40,80,40,0,0,lawful good,NULL,27,14,25,16,15,24,6,0,8,13,0,8,13,"Insight +8, Perception +14, Persuasion +13, Stealth +8","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 24",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,Bite,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage.",Claw,"Melee Weapon Attack: +14 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons,"The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in a 60-foot cone. Each creature in that area must make a DC 21 Dexterity saving throw, taking 66 (12d10) fire damage on a failed save, or half as much damage on a successful one.
Weakening Breath. The dragon exhales gas in a 60-foot cone. Each creature in that area must succeed on a DC 21 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Green Dragon,15,dragon,Huge,19,207,18d12,18d12+90,"walk,fly,swim",40,80,40,0,0,lawful evil,NULL,23,12,21,18,15,17,5,0,6,10,0,7,8,"Deception +8, Insight +7, Perception +12, Persuasion +8, Stealth +6","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 22",120,0,60,0,Amphibious,The dragon can breathe air and water.,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,Bite,"Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 7 (2d6) poison damage.",Claw,"Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Tail,"Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours .",Poison Breath,"The dragon exhales poisonous gas in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw, taking 56 (16d6) poison damage on a failed save, or half as much damage on a successful one.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
Adult Red Dragon,17,dragon,Huge,19,256,19d12,19d12+133,"walk,climb,fly",40,80,0,40,0,chaotic evil,NULL,27,10,25,16,13,21,6,0,6,13,0,7,11,"Perception +13, Stealth +6","Common, Draconic","blindsight 60 ft., darkvision 120 ft., Passive Perception 23",120,0,60,0,Legendary Resistance,"If the dragon fails a saving throw, it can choose to succeed instead.",NULL,,NULL,,NULL,,Bite,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 7 (2d6) fire damage.",Claw,"Melee Weapon Attack: +14 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage.",Tail,"Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",Frightful Presence,"Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Fire Breath,"The dragon exhales fire in a 60-foot cone. Each creature in that area must make a DC 21 Dexterity saving throw, taking 63 (18d6) fire damage on a failed save, or half as much damage on a successful one.",NULL,,1,Detect,The dragon makes a Wisdom (Perception) check.,Tail Attack,The dragon makes a tail attack.,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,0,0,0,0,0,0,0,0,0,0,0,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,0,0,NULL,,NULL,,NULL,,NULL,,NULL,
